TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201908,22.894,0.978495,435.337,243.726,0.980511,391.37,0.978495,8.287,0.977823,95.034,0.957661,2.711,1.0,1.75,0.93078,0.2542217244380656,0.8951612903225805,161.93839464639456,0.9495967741935484,473.5067736111111,0.9522849462365592,18.90680520970575,0.9509408602150538,90.95107575757577,0.9522849462365592,28.32472187835805,0.9516129032258065,447.19690519323666,0.9509408602150538,418.574,0.939516,21.643,21.374,21.002,20.52,0.978495,0.978495,0.978495,0.978495,34.964,30.41,30.152,0.781586,0.971774,0.975134,2.4108,0.97379,105.109,0.97379,146.28,1.46758,9.10727,0.975134,12.6746,0.565485,-0.497492,0.16129,0.351826,-0.626829,-0.277864,-0.0735158,0.157258,0.155242,0.180108,9.12448,8.57873,9.04374,9.13236,8.96711,8.90995,9.21668,9.6593,8.38365,7.94391,9.31677,10.3745,10.2041,9.17219,10.2412,10.7141,-9999,-9999
201909,23.197,1.0,372.716,227.489,1.0,381.822,1.0,10.456,1.0,95.284,0.984028,0.149,1.0,1.799,1.0,0.24468581747759016,0.9791666666666666,133.910875,1.0,436.4600555555554,1.0,15.88311111111111,1.0,69.57736111111112,1.0,26.028784722222227,1.0,448.11,1.0,419.591,0.867361,21.295,21.01,20.668,20.251,1.0,1.0,1.0,1.0,30.571,20.984,22.818,0.99375,0.946528,0.990972,1.81694,0.997222,98.2054,0.960417,136.351,1.28371,9.88978,0.954167,13.7313,0.643823,-1.11929,0.527778,0.174147,-1.08695,-0.921123,-0.741091,0.605556,0.575,0.479167,6.39123,6.12103,6.39123,7.07369,7.1132,7.06993,7.31357,7.65974,5.63357,5.6333,6.54282,7.61296,8.20249,7.11857,7.63876,8.20249,-9999,-9999
201910,16.061,0.995968,296.065,141.345,0.99664,353.067,0.995968,6.241,0.995968,95.055,0.96371,4.153,0.986559,1.986,0.856855,0.30774060000723874,0.7963709677419355,70.1609700575767,0.9603494623655915,285.60495018600955,0.9643817204301075,15.77995533753845,0.9643817204301075,57.72295566038115,0.9650537634408601,17.048256635017903,0.9643817204301075,408.85229660572526,0.9643817204301075,423.841,0.984543,16.729,16.784,17.254,17.464,0.995968,0.995968,0.995968,0.995968,27.76,20.954,21.153,0.985215,0.976478,0.96707,-1.92408,0.991935,47.7509,0.981855,66.1427,0.900016,0.796405,0.988575,1.10315,0.812781,1.4011,0.78293,0.055624,1.44088,1.50539,1.59518,0.788306,0.803091,0.782258,4.19619,4.34734,4.44719,4.78098,2.87152,2.87152,2.96566,3.25387,4.51964,4.24567,4.58383,4.74489,3.52268,3.37179,3.57514,3.64205,-9999,-9999
201911,6.581,0.998611,226.802,107.74,0.998611,302.26,0.998611,3.407,0.998611,95.174,0.986806,4.294,0.758333,1.838,0.819444,0.26752112852359744,0.767361111111111,39.31471899682144,0.9868055555555555,214.7984587999561,0.9930555555555555,33.459161561264814,0.9930555555555555,43.50435688405798,0.9930555555555555,10.236068844667768,0.992361111111111,356.82283624286345,0.9930555555555555,427.411,0.989583,9.363,9.74,10.946,11.695,0.998611,0.998611,0.998611,0.998611,33.965,31.894,33.734,0.0833333,0.948611,0.947917,-6.21985,0.994444,10.8011,0.994444,14.9613,0.544085,3.83918,0.995139,5.31789,0.722215,2.76725,0.938194,0.047891,2.70095,2.76908,2.9403,0.906944,0.938889,0.95625,3.31398,2.90886,3.14381,3.30784,0.271852,0.265646,0.34712,0.374725,3.85584,3.23541,3.6558,4.1979,1.06478,0.736224,0.902416,1.04528,-9999,-9999
201912,7.932,0.998656,192.349,89.476,0.997984,310.965,0.998656,4.191,0.998656,95.077,0.994624,3.666,0.747984,2.076,0.877016,0.3697241714985453,0.831989247311828,29.12632717272242,0.9885752688172044,178.36209555229718,0.9973118279569891,27.311146138807423,0.9973118279569891,32.89743401759531,0.9973118279569891,7.283356211393274,0.9966397849462365,361.74590053763444,0.9973118279569891,423.645,0.989919,8.259,8.42,9.188,9.638,0.998656,0.998656,0.998656,0.998656,33.467,32.959,35.827,0.0,0.963038,0.952285,-3.92592,0.997984,9.01523,0.983871,12.7429,0.72479,-9.52393,0.988575,-13.4619,0.836296,2.15356,0.84879,0.0551159,2.01338,2.04638,2.08448,0.892473,0.890457,0.901882,2.49574,2.35753,2.44237,2.49574,0.328954,0.333214,0.387082,0.436854,2.62597,2.15989,2.583,2.64826,0.414569,0.323502,0.381047,0.413267,-9999,-9999
202001,6.713,0.993952,209.141,77.499,0.993952,310.82,0.993952,5.003,0.913978,95.283,0.978495,4.43,0.742608,2.138,0.915323,0.4049186988940003,0.8998655913978494,21.206458118335544,0.9784946236559141,151.46366830464927,0.9805107526881721,23.234393600446996,0.9805107526881721,38.47818256912506,0.9805107526881721,6.130353906294751,0.9798387096774194,356.0921085885703,0.9805107526881721,422.712,0.953629,7.553,7.713,8.481,8.932,0.993952,0.993952,0.993952,0.99328,38.066,32.957,36.476,0.0,0.989247,0.971102,-3.89571,0.987231,6.38619,0.990591,9.03927,0.777137,-2.23596,0.990591,-3.16488,0.900347,1.20016,0.967742,0.042628,1.05942,1.24389,1.3302,0.965726,0.969086,0.97043,1.30403,1.03052,1.23461,1.24712,-0.0502137,-0.103151,-0.0687188,-0.0323476,1.4697,1.47997,1.50154,1.81089,0.535021,0.495825,0.511188,0.517667,-9999,-9999
202002,6.716,0.998563,268.868,96.722,0.991379,317.856,0.998563,3.644,0.998563,95.034,0.989224,9.36,0.623563,2.024,0.798132,0.4054921362036603,0.7291666666666666,44.121277101510834,0.9870689655172413,189.3319485323128,0.9913793103448276,26.060349973039795,0.9913793103448276,51.23093173807833,0.9913793103448276,8.935236917165717,0.9899425287356323,357.33752087771904,0.9913793103448276,424.21,0.960489,7.826,7.908,8.476,8.757,0.998563,0.998563,0.998563,0.996408,39.452,34.243,37.52,0.0,0.946121,0.989224,-2.60737,0.993534,4.98989,0.349138,7.70623,0.854147,-14.0306,0.9375,-21.6685,1.20752,1.50235,0.364943,0.0671467,1.40613,1.59346,1.70597,0.364943,0.363506,0.351293,2.85822,2.72638,2.85594,2.92737,1.05324,1.13937,1.20151,1.35796,2.13682,1.87998,2.13682,3.08159,2.22039,1.74697,2.12442,2.21901,-9999,-9999
202003,13.091,0.971102,347.229,134.907,0.973118,339.326,0.971102,6.557,0.971102,95.228,0.93414,6.42,0.941532,2.07,0.75336,0.45284247613489315,0.6599462365591399,74.70322483293977,0.8924731182795698,272.06242978395056,0.9469086021505375,19.259822327810266,0.9469086021505375,74.45021138284541,0.8958333333333333,13.106975642230577,0.8965053763440859,386.0076871867168,0.8965053763440859,426.682,0.961022,12.433,12.068,11.664,11.262,0.981855,0.981855,0.981855,0.981855,39.29,33.968,37.659,0.0,0.971102,0.962366,2.58628,0.975806,15.6759,0.0,24.2093,-9999,2.51713,0.43414,3.88737,1.0296,1.29242,0.0,-9999,1.13954,1.40179,1.513,0.0,0.0,0.0,5.85217,5.60172,5.85217,6.54856,4.46821,4.09688,4.30035,5.27707,4.81957,3.58668,4.52902,5.08228,4.46365,3.40573,4.38278,4.47306,-9999,-9999
202004,12.759,0.998611,418.698,198.245,0.998611,321.616,0.998611,7.212,0.998611,94.702,0.988194,6.426,1.0,2.378,0.93125,0.46685001917455793,0.9027777777777779,115.58212375237353,0.9868055555555556,404.58814505051174,0.9937500000000001,21.09365775920297,0.9951388888888889,76.32580357142857,0.9958333333333333,23.954156746031746,0.9958333333333333,382.6544444444445,0.9958333333333333,427.032,0.217361,13.408,13.26,13.29,13.157,0.998611,0.998611,0.998611,0.998611,38.76,33.437,37.969,0.0,0.996528,0.980556,0.343006,0.995833,64.7615,0.0,98.1681,-9999,15.439,0.0,23.403,-9999,0.283977,0.0,-9999,-0.464598,0.0603314,0.357701,0.0,0.0,0.0,8.2613,7.81186,8.2613,9.50262,8.40506,8.03834,8.31923,8.52416,5.86676,4.15901,5.54939,6.16839,8.1565,6.01224,8.12729,8.21723,-9999,-9999
202005,16.595,0.998656,465.974,222.676,1.0,351.881,0.998656,6.791,0.998656,95.032,0.990591,5.372,1.0,1.908,0.915323,0.35481257236120917,0.868279569892473,146.3400929421185,0.9892473118279569,467.31928987455206,0.9919354838709677,18.983405017921147,0.9919354838709677,92.83550627240142,0.9919354838709677,31.37713485663083,0.9919354838709677,402.56059587813616,0.9919354838709677,425.845,0.264113,15.63,15.31,14.94,14.521,0.998656,0.998656,0.998656,0.997312,38.112,31.812,37.608,0.0,0.991935,0.990591,2.81852,0.99664,79.9587,0.319892,116.671,1.45938,17.1966,0.327957,25.0923,0.793945,1.09234,0.22043,0.230176,0.286809,0.62484,1.30195,0.25672,0.24664,0.21707,11.4545,10.6671,11.5733,13.2431,11.5111,10.4996,10.9485,11.8215,9.63256,6.77805,8.75576,10.2381,10.9271,8.3392,10.9408,11.0654,-9999,-9999
202006,21.102,0.993056,484.34,235.444,0.994444,379.038,0.993056,7.73,0.993056,95.117,0.971528,3.347,1.0,1.685,0.958333,0.28517727228827955,0.938888888888889,160.68230884030763,0.9750000000000001,488.8579421791444,0.9798611111111112,17.652345848187757,0.9798611111111112,114.14053513071896,0.9805555555555556,33.459643382352944,0.9805555555555556,426.76185457516334,0.9805555555555556,419.2,0.981944,19.088,18.713,18.177,17.561,0.993056,0.993056,0.992361,0.992361,36.881,28.422,31.993,0.64375,0.991667,0.989583,3.75427,0.991667,94.0513,0.991667,137.235,1.41573,11.0201,0.991667,16.08,0.678257,-1.26758,0.963889,0.15818,-1.84391,-1.58521,-1.31894,0.977778,0.976389,0.960417,10.9221,9.98823,11.2188,11.8431,12.8682,11.895,12.7884,13.1865,7.67321,7.25985,7.80928,8.50668,11.0002,9.98749,10.4324,10.8061,-9999,-9999
202007,23.845,1.0,473.322,244.1,1.0,396.387,1.0,8.327,1.0,95.073,0.997984,3.76,1.0,1.761,0.992608,0.2569652589706676,0.9563172043010751,168.95769576905099,0.9986559139784946,498.9331381548844,0.9993279569892474,16.485511610615422,0.9993279569892474,103.63622311827956,1.0,31.323615591397846,1.0,442.8546370967741,1.0,423.087,0.995296,21.706,21.233,20.568,19.824,1.0,1.0,1.0,1.0,33.876,26.416,28.363,0.977151,0.999328,0.998656,4.2182,0.999328,113.112,0.999328,151.108,1.50511,10.4012,0.998656,13.895,0.582635,-1.23536,0.921371,0.141152,-1.61851,-1.35491,-0.845128,0.959005,0.953629,0.868952,12.406,12.1002,12.7986,13.8778,14.1243,13.6297,14.1243,14.6726,9.03941,8.53621,9.11662,10.0495,11.3935,11.3241,11.869,12.5922,-9999,-9999
202008,22.343,0.998656,433.635,210.123,0.998656,394.898,0.998656,5.92,0.998656,94.997,0.991263,5.339,1.0,1.723,0.942204,0.2525879617317495,0.9059139784946237,145.75824825208153,0.9946236559139785,430.87374265441355,0.9966397849462366,14.154430951487873,0.9966397849462366,100.76354472140763,0.9973118279569891,26.06902370478984,0.9973118279569891,434.46615347018565,0.9973118279569891,421.805,0.995968,21.532,21.147,20.811,20.338,0.998656,0.998656,0.998656,0.998656,37.648,29.423,31.563,0.858871,0.99664,0.995968,2.61982,0.997984,91.4711,0.99664,136.445,1.38292,4.40335,0.991263,6.56835,0.530334,-2.39814,0.910618,0.154094,-2.39814,-2.32444,-1.87298,0.910618,0.956317,0.899194,8.07462,7.96955,8.07462,8.68293,10.4936,10.3279,10.4848,10.6392,7.42557,7.39726,7.59828,8.14832,10.998,10.271,10.4312,10.6823,-9999,-9999
202009,18.798,0.997222,370.34,176.383,0.998611,372.012,0.997222,4.719,0.997222,95.188,0.965278,5.232,1.0,1.756,0.869444,0.26131518438507517,0.8395833333333332,113.60264486231378,0.9756944444444444,359.26641076410795,0.9777777777777779,12.462628551684181,0.9777777777777779,78.83838931653031,0.9777777777777779,21.629332836229267,0.9770833333333333,414.12880472841306,0.9777777777777779,421.079,0.988889,19.224,19.018,19.186,19.116,0.996528,0.995833,0.995139,0.993056,35.257,27.998,30.175,0.878472,0.986111,0.990278,-0.714329,0.993056,77.656,0.469444,115.837,1.38914,0.970546,0.990278,1.44773,0.542951,0.54456,0.424306,0.144956,0.227425,0.282055,0.563362,0.427083,0.404861,0.423611,9.18429,8.52553,8.66406,9.14974,8.81663,7.69499,8.39745,8.82873,5.88751,2.91658,6.19569,6.79314,7.58909,5.17537,7.51726,7.65937,-9999,-9999
202010,15.365,0.990591,293.531,155.744,0.990591,337.435,0.989919,4.504,0.989919,95.194,0.955645,3.825,1.0,1.928,0.865591,0.29612393260958453,0.8225806451612904,73.59177976234159,0.9657258064516129,302.9497935634375,0.9670698924731184,15.052992219036224,0.9670698924731184,48.27337650554091,0.9663978494623656,18.615984752240312,0.9657258064516129,394.2301889593453,0.9663978494623656,428.978,0.982527,16.066,15.864,16.121,16.172,0.989919,0.989247,0.988575,0.987231,34.845,31.182,34.906,0.00537634,0.977151,0.974462,-1.54583,0.978495,74.0599,0.0,104.828,-9999,8.72343,0.965726,12.3475,0.623035,1.41154,0.0,-9999,0.788224,0.928654,1.42936,0.0,0.0,0.0,9.371,8.12358,8.94482,9.19782,8.1307,5.8681,8.11644,8.37586,6.24366,2.49125,6.36207,6.88361,7.3867,4.51825,7.33604,7.51131,-9999,-9999
202011,11.814,0.992361,224.98,130.945,0.994444,300.94,0.992361,6.332,0.992361,95.482,0.961806,2.08,0.890972,2.294,0.888889,0.3670485040788526,0.8513888888888891,42.93218948466497,0.9513888888888888,263.8992907564075,0.9541666666666667,14.924152120368388,0.9541666666666667,35.49407885343042,0.9541666666666667,12.107183060255586,0.9541666666666667,373.66802134646963,0.9541666666666667,426.252,0.984028,12.531,12.515,13.24,13.659,0.992361,0.991667,0.992361,0.991667,35.157,32.444,36.772,0.0,0.984028,0.98125,-4.50556,0.990972,61.8211,0.0,84.9976,-9999,2.83919,0.969444,3.90359,0.844016,2.29985,0.0,-9999,1.85824,1.92786,2.23202,0.0,0.0,0.0,8.7603,7.49844,8.38337,8.56483,6.53155,5.48032,6.52474,6.61302,5.40672,2.15857,5.58521,6.46767,6.58719,3.97138,6.53333,6.6979,-9999,-9999
202012,4.769,1.0,192.044,87.443,0.997984,286.5,1.0,3.233,1.0,95.085,0.995296,3.863,0.581317,2.037,0.898522,0.3362274607687707,0.8588709677419354,24.62344071722718,0.9932795698924731,181.17228519947017,0.9952956989247312,13.70618682795699,0.9952956989247312,32.24425938912265,0.9952956989247312,8.570135094115033,0.9932795698924731,337.3601190197912,0.9952956989247312,426.344,0.989919,7.008,7.138,8.245,8.99,1.0,1.0,1.0,1.0,34.911,33.817,37.926,0.0,0.995296,0.992608,-6.26556,0.998656,8.89515,0.0,12.2299,-9999,-3.81222,0.96707,-5.24141,0.893448,2.12371,0.0,-9999,2.04365,2.14762,2.48681,0.0,0.0,0.0,7.47175,6.20583,7.19385,7.31937,4.71854,4.56035,4.71236,5.25774,3.83927,1.43046,3.83927,5.26482,5.05679,2.84442,4.90628,5.1087,-9999,-9999
202101,3.869,1.0,209.141,79.242,1.0,294.956,1.0,2.741,1.0,94.939,0.995296,3.516,0.429435,1.678,0.768145,0.37154254266858316,0.7284946236559141,29.89974534232541,0.9919354838709677,161.90125081956467,0.9952956989247311,9.530299731182795,0.9946236559139786,38.81235599078342,0.9959677419354839,6.665669054215423,0.9946236559139785,335.672039732494,0.9952956989247311,426.831,0.995968,6.196,6.21,7.056,7.57,1.0,1.0,1.0,1.0,35.38,34.139,38.324,0.0,0.997312,0.994624,-4.61833,0.999328,10.5552,0.0,-9999,-9999,2.0158,0.544355,-9999,0.808702,1.95612,0.0,-9999,1.25765,1.95612,2.03385,0.0,0.0,0.0,1.66095,1.63894,1.68495,1.79473,-0.0209432,-0.496875,-0.153664,0.269993,0.434287,0.379866,0.603088,2.79431,0.401881,0.0,0.0,0.397412,-9999,-9999
202102,5.026,0.998512,267.586,105.288,0.995536,305.867,0.998512,3.659,0.997024,94.981,0.990327,4.234,0.53125,1.803,0.673363,0.42915154317261434,0.5863095238095237,57.633518527766945,0.9918154761904763,213.02761919466406,0.9955357142857143,15.773666478449087,0.9955357142857143,41.81381107359526,0.9947916666666667,10.33754383354949,0.9933035714285715,341.72926312817617,0.9955357142857143,430.878,0.982887,6.281,6.05,6.449,6.706,0.998512,0.997768,0.998512,0.997768,38.369,34.976,39.149,0.0,0.988095,0.986607,-2.17173,0.997024,13.5714,0.74256,-9999,0.684198,9.94983,0.755952,-9999,1.14506,1.42597,0.80878,0.0446154,1.47157,1.55986,1.94081,0.760417,0.758929,0.752976,1.48235,1.45756,1.54703,1.60847,-0.0374332,-0.360058,-0.0906076,-0.0302314,0.862549,0.781968,0.917985,2.01902,0.302784,0.101076,0.196676,0.308806,-9999,-9999
202103,11.842,0.998656,344.625,161.197,0.995968,313.074,0.998656,6.78,0.998656,95.306,0.987903,7.056,0.956989,2.162,0.866263,0.42593440563395707,0.8198924731182795,85.25606666687146,0.9784946236559139,330.52946610119534,0.987231182795699,18.675596421807064,0.987231182795699,63.437106571239994,0.9879032258064516,15.622525208652588,0.9865591397849464,376.4117296025419,0.987231182795699,427.991,0.975134,11.504,11.019,10.771,10.454,0.998656,0.998656,0.998656,0.997984,39.501,34.646,38.627,0.0,0.986559,0.967742,1.53231,0.997984,23.2306,0.984543,35.8766,0.798264,16.7632,0.987903,25.8886,0.933328,2.8885,0.824597,0.0537144,2.68615,2.75255,2.83833,0.909946,0.906586,0.915995,3.24863,3.18656,3.26924,3.39142,0.558375,0.460623,0.540141,0.569698,3.17244,3.04355,3.45114,3.83844,0.368723,0.491469,1.06089,1.2576,-9999,-9999
202104,13.61,0.998611,416.687,224.935,1.0,312.713,0.998611,8.627,0.998611,94.91,0.989583,0.842,0.898611,2.254,0.938889,0.40360320172364145,0.9243055555555556,125.68206599103563,0.9916666666666667,456.3472282444176,0.9916666666666667,23.91470598916616,0.992361111111111,82.16556679771816,0.99375,26.895025612858465,0.99375,387.81497396406917,0.99375,426.483,0.992361,13.791,13.284,13.014,12.694,0.998611,0.998611,0.997917,0.997917,39.326,33.162,37.256,0.0,0.988194,0.984722,1.34207,0.997917,42.5404,0.991667,65.6981,0.732336,36.8856,0.992361,56.965,0.965149,2.32226,0.943056,0.0836587,1.99123,2.18932,2.37416,0.961806,0.953472,0.942361,5.14943,5.03441,5.14943,5.33913,3.03451,2.97978,3.02551,3.06834,4.05221,4.25858,4.63833,5.39815,2.17713,2.23029,3.06754,3.69182,-9999,-9999
202105,17.223,1.0,464.874,216.886,1.0,352.416,1.0,8.049,1.0,95.307,0.991263,4.428,1.0,1.958,0.924059,0.34741596155887816,0.8790322580645161,133.4623123609118,0.9959677419354839,439.9442021889401,0.9959677419354839,17.325828533026115,0.9959677419354839,102.55607893450636,0.9973118279569891,33.43193673176515,0.9966397849462365,405.0007575757575,0.9973118279569891,422.908,0.99328,16.031,15.508,15.123,14.672,1.0,1.0,1.0,0.998656,38.668,32.299,36.135,0.217742,0.994624,0.994624,2.25919,0.998656,76.6075,0.997312,113.939,1.11221,11.0334,0.995968,16.4101,0.777756,-1.70215,0.969086,0.112977,-2.06217,-1.82204,-1.50279,0.986559,0.980511,0.967742,8.04716,7.43665,8.38793,9.26779,10.2018,9.49882,10.1605,10.7581,5.61955,5.093,5.40866,5.67666,9.29238,8.42467,8.58672,8.75513,-9999,-9999
202106,21.888,0.9875,484.208,253.17,0.988194,372.883,0.986806,8.153,0.9875,95.129,0.975694,3.076,1.0,1.686,0.788889,0.3039400029841295,0.7652777777777777,153.8891045508274,0.9736111111111111,538.571219559788,0.9743055555555554,18.82344335201708,0.9743055555555554,107.10464264264266,0.9798611111111112,38.41309910394265,0.9756944444444445,436.3659220430108,0.9756944444444445,421.817,0.507639,19.589,18.945,18.273,17.584,0.99375,0.99375,0.99375,0.993056,37.936,31.706,35.069,0.0881944,0.981944,0.992361,4.57468,0.988194,101.138,0.377778,142.772,1.48131,9.01058,0.960417,12.7199,0.782575,-2.03348,0.271528,0.209478,-3.82576,-2.67378,-1.77433,0.352778,0.268056,0.263194,10.0763,4.6288,9.18325,9.55096,12.7247,8.39498,10.9053,12.1154,7.63022,6.00298,7.30412,7.66884,12.4789,10.7624,11.7527,12.4866,-9999,-9999
202107,22.855,1.0,474.133,249.043,1.0,380.326,1.0,7.647,1.0,95.184,0.991935,4.099,1.0,1.665,0.976478,0.261422740193586,0.9462365591397849,149.36194249027682,0.9986559139784946,523.417567204301,1.0,17.165692204301074,1.0,117.68293010752689,1.0,36.185477150537636,1.0,444.1033602150538,1.0,422.907,0.998656,21.165,20.568,19.986,19.332,1.0,1.0,1.0,1.0,35.874,29.258,30.747,0.864247,1.0,1.0,4.295,1.0,99.0729,0.822581,132.362,1.1109,7.83532,0.999328,10.4681,0.621757,-0.858908,0.717742,0.218144,-2.03726,-1.12689,-0.66473,0.780242,0.748656,0.738575,12.8603,11.4984,12.9068,13.8801,14.572,13.566,13.7966,14.5523,10.8109,9.05226,10.2145,11.172,14.0018,12.704,13.1461,13.7664,-9999,-9999
202108,22.576,1.0,435.337,209.014,1.0,386.862,1.0,6.053,1.0,95.211,0.988575,7.201,1.0,1.727,0.931452,0.24663295117991402,0.9059139784946237,124.86047757950122,0.9993279569892473,443.19549502402197,0.9993279569892473,14.767651853122855,0.9993279569892473,101.83093542667582,0.9993279569892473,28.172573352779676,0.9993279569892473,442.7080916838253,0.9993279569892473,428.256,1.0,21.66,21.139,20.751,20.254,1.0,1.0,1.0,1.0,38.886,31.595,34.035,0.657258,1.0,0.999328,4.55674,0.999328,85.2878,1.0,120.22,1.09535,0.211189,0.999328,0.297686,0.542213,-0.722883,0.926075,0.166654,-1.21655,-0.925727,-0.107413,0.985887,0.955645,0.908602,11.8831,10.9258,11.9659,13.676,12.7582,12.1203,12.9126,13.6162,8.89243,9.21952,10.1682,10.5587,11.612,11.9471,12.464,12.7005,-9999,-9999
202109,19.052,1.0,372.716,194.712,1.0,355.83,1.0,4.882,1.0,95.131,0.990972,3.704,1.0,1.806,0.927778,0.2541221308163302,0.8972222222222221,102.85537588652481,0.9993055555555554,398.5455625,1.0,13.635013888888889,1.0,77.76805555555556,1.0,25.553963504728134,0.9993055555555554,421.8238696808511,0.9993055555555554,422.423,0.996528,19.231,18.917,19.034,18.944,1.0,1.0,1.0,1.0,-9999,32.467,35.613,-9999,1.0,0.999306,-0.698905,1.0,71.1761,0.999306,103.631,1.05957,0.0218905,0.997917,0.0318723,0.525316,-0.166347,0.881944,0.1314,-1.35931,-0.663297,0.046625,0.911111,0.901389,0.875,8.71779,8.26334,8.8508,9.56505,9.73193,9.56467,9.65328,9.75223,6.52687,6.64062,7.18185,7.71206,7.67165,6.41933,7.67165,8.938,-9999,-9999
202110,15.635,1.0,296.065,144.774,1.0,340.885,1.0,4.195,1.0,94.958,0.983199,1.832,1.0,1.894,0.889113,0.30058271131470515,0.8387096774193549,62.29621201609059,0.9926075268817205,296.8195955522972,0.9946236559139786,14.747489188873304,0.9946236559139786,55.96233318458072,0.9946236559139786,18.839420050788387,0.9946236559139786,402.76636969271965,0.9946236559139786,429.632,0.984543,16.722,16.499,16.855,16.963,1.0,1.0,1.0,0.999328,-9999,-9999,-9999,-9999,-9999,-9999,-2.54771,0.999328,48.9397,0.99328,67.287,0.704795,-1.29072,0.993952,-1.77461,0.617867,2.08737,0.696909,0.0722422,1.9049,2.05961,2.33102,0.678091,0.684812,0.731183,4.61081,4.18129,4.47311,4.60452,2.07124,2.0691,2.27207,2.67368,6.00818,3.5147,5.58114,5.99617,3.02169,2.91557,3.02169,3.51781,-9999,-9999
202111,7.918,1.0,226.802,124.638,1.0,281.822,1.0,4.826,1.0,95.376,0.988889,1.329,1.0,1.888,0.922222,0.30797023578555194,0.8784722222222222,31.311545630332002,0.9972222222222221,251.45419172705311,0.9986111111111111,25.72468991545894,0.9986111111111111,37.90505434782609,0.9986111111111111,14.629790458937201,0.9986111111111111,359.1786594202898,0.9986111111111111,429.614,0.644444,10.135,10.195,11.285,12.009,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-8.45566,1.0,16.7722,0.996528,23.0601,0.517945,6.90161,0.999306,9.489,0.775047,2.94633,0.610417,0.0440198,2.76671,2.83125,3.01168,0.605556,0.610417,0.605556,2.71769,2.68815,2.72673,2.79629,-0.0535904,-0.193088,-0.0821101,-0.0620226,5.88174,3.4544,4.91132,5.92539,3.33864,2.8111,2.89317,2.96168,-9999,-9999
202112,11.647,1.0,192.349,89.905,1.0,308.846,1.0,5.79,1.0,95.048,0.995968,2.7,1.0,1.952,0.875672,0.38174927916525725,0.8521505376344086,11.719678983113033,0.9899193548387097,184.26101722873898,0.9952956989247312,31.966952904928014,0.9865591397849462,37.08792834193748,0.9966397849462365,8.980906798016573,0.9959677419354838,377.2108142972955,0.9966397849462365,428.504,0.965054,10.502,10.192,10.518,10.714,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-2.8712,0.998656,6.4913,0.959677,-9999,0.57831,-9.5246,0.96371,-9999,0.765269,2.87552,0.793683,0.0403013,2.67407,2.69722,2.7443,0.926747,0.780914,0.78293,3.10431,2.5196,2.80767,2.93806,0.0403237,-0.206081,0.0403237,0.27268,6.45294,5.05452,5.68443,6.45294,2.78611,2.27945,2.36684,2.41195,-9999,-9999
