TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
202004,4.877,1.0,398.788,169.417,1.0,292.706,1.0,3.473,1.0,96.826,0.995833,5.851,1.0,3.528,0.432639,-9999,-9999,94.86159638709015,0.9979166666666667,350.1377243357487,0.9986111111111112,23.439003019323668,0.9986111111111112,87.04859903381642,0.9986111111111112,20.95891938405798,0.9986111111111112,345.7058876811595,0.9986111111111112,423.35,0.988889,4.789,5.128,5.832,4.725,4.731,-9999,1.0,1.0,1.0,1.0,1.0,-9999,14.892,-9999,35.458,-9999,-9999,-9999,0.0,-9999,0.0,-9999,-9999,-9999,0.988536,1.0,29.402,0.0,45.0348,-9999,37.1872,0.0,56.9595,-9999,-0.0202349,0.0,-9999,-0.192386,-0.0202349,0.0690348,0.0,0.0,0.0,2.93103,2.76595,2.93103,3.02774,3.06817,2.83175,2.95401,3.09446,2.03264,1.61872,1.87415,2.02608,2.93238,3.01066,3.14927,3.29497,-9999,-9999
202005,12.06,0.987903,460.607,260.551,0.988575,316.03,0.987903,6.123,0.987903,97.424,0.975806,2.576,1.0,3.107,0.211022,-9999,-9999,158.3464391366612,0.9596774193548387,541.2279396802383,0.9596774193548387,36.72633605200945,0.9616935483870969,99.31336111111112,0.9623655913978495,35.375386752136755,0.9616935483870968,385.1374893162393,0.9616935483870968,423.088,0.983871,9.737,9.592,9.819,7.917,7.6,-9999,0.987903,0.987903,0.987903,0.966398,0.987903,-9999,14.91,-9999,35.473,-9999,-9999,-9999,0.0,-9999,0.0,-9999,-9999,-9999,4.84786,0.983871,85.2517,0.0,132.752,-9999,42.0027,0.0,65.4054,-9999,-5.30288,0.0,-9999,-5.54504,-5.19376,-4.97294,0.0,0.0,0.0,4.40204,4.25213,4.49075,5.18917,10.27,9.62075,9.97446,10.3817,2.99066,1.89449,2.6733,2.98543,7.19825,7.19825,7.6062,7.85125,-9999,-9999
202006,18.785,0.997222,486.476,267.672,0.997222,355.33,0.997222,7.521,0.997222,97.396,0.990278,1.458,1.0,2.335,0.240972,-9999,-9999,159.1518178916494,0.9944444444444444,554.8795258799172,0.9944444444444444,36.26327143719807,0.9944444444444444,100.37599723947552,0.9944444444444444,44.777276785714285,0.9944444444444444,417.2717943409248,0.9944444444444444,418.66,0.995139,14.281,14.011,13.456,12.03,11.388,-9999,1.0,1.0,0.999306,1.0,1.0,-9999,14.892,-9999,35.458,-9999,-9999,-9999,0.0,-9999,0.0,-9999,-9999,-9999,5.11244,0.995833,107.535,0.436111,131.679,1.70849,33.0486,0.457639,40.4689,0.719828,-6.49949,0.261111,0.586965,-6.67366,-6.29371,-5.8573,0.179861,0.247917,0.307639,6.00708,5.7185,6.61944,7.73651,13.7723,12.3726,12.9402,13.6424,4.04489,2.61076,3.87108,4.2853,10.072,9.91822,10.6733,11.1589,-9999,-9999
202007,22.182,0.998656,471.825,251.486,0.998656,383.858,0.998656,7.753,0.998656,97.314,0.992608,4.086,1.0,2.337,0.254704,-9999,-9999,160.3909100528275,0.9959677419354839,528.3639613360787,0.9966397849462365,26.373070950583394,0.9966397849462365,104.95439362742039,0.9966397849462365,40.34444280225037,0.9966397849462365,435.489777406876,0.9966397849462365,415.736,0.900538,17.978,17.665,16.851,15.435,14.653,-9999,1.0,1.0,1.0,1.0,1.0,-9999,14.874,-9999,35.449,-9999,-9999,-9999,0.0,-9999,0.0,-9999,-9999,-9999,5.8296,0.998656,107.98,0.81922,132.224,1.33656,18.2657,0.858199,22.3668,0.484631,-5.39821,0.53293,0.34895,-6.01772,-5.39821,-5.0574,0.36828,0.53293,0.573925,7.72242,7.06248,7.38193,8.32289,13.3847,12.9251,13.1267,13.3136,7.7259,5.09217,8.10072,10.0873,11.4782,10.8422,11.6224,13.877,-9999,-9999
202008,20.547,1.0,419.449,219.596,1.0,365.035,1.0,7.677,1.0,97.336,0.978495,3.495,1.0,2.428,0.475806,-9999,-9999,128.22262606387503,0.9865591397849462,465.49469352442395,0.9865591397849462,22.73708652880148,0.9865591397849462,88.91507660759063,0.987231182795699,34.58026507182626,0.987231182795699,425.47570179353136,0.987231182795699,414.639,0.998656,17.835,17.8,16.719,16.354,15.893,-9999,1.0,1.0,1.0,1.0,1.0,-9999,13.677,-9999,35.075,-9999,-9999,-9999,0.0,-9999,0.0,-9999,-9999,-9999,3.03986,0.997984,86.0078,0.792339,101.337,0.74544,14.208,0.809812,16.7403,0.54767,-3.37695,0.758737,0.120448,-3.44137,-3.35741,-3.24072,0.760753,0.766801,0.780914,6.95649,7.05868,7.18146,7.26907,10.5958,10.3379,10.4883,10.5958,3.55008,3.55008,4.78011,5.67606,9.6943,8.32055,8.90693,9.39848,-9999,-9999
202009,16.112,0.998611,341.003,183.653,0.995139,337.346,0.998611,5.268,0.998611,97.753,0.9875,2.154,1.0,2.56,0.894444,0.42763483233976646,0.8819444444444445,88.29260037878788,0.9958333333333333,368.81841471783054,0.9958333333333333,12.590606444883617,0.9958333333333333,80.79899703557312,0.9958333333333333,27.440683410188843,0.9958333333333333,400.8904243522177,0.9958333333333333,412.269,0.979167,15.094,15.319,14.643,14.479,14.477,-9999,1.0,1.0,1.0,1.0,1.0,-9999,13.514,-9999,34.938,-9999,-9999,-9999,0.0,-9999,0.0,-9999,-9999,-9999,0.93903,0.998611,63.1552,0.988889,78.362,0.740892,7.9439,0.994444,9.85667,0.671733,-3.908,0.920833,0.0738056,-3.98396,-3.91173,-3.87983,0.932639,0.925694,0.911111,4.86024,4.67652,4.83917,4.97854,8.9121,8.6954,8.7882,8.87847,4.96443,4.393,4.77874,5.00593,7.64923,6.99744,7.23263,7.38124,-9999,-9999
202010,9.638,0.992608,252.067,107.253,0.993952,315.847,0.823253,2.972,0.991263,97.706,0.975806,5.038,1.0,2.54,0.807124,0.4497195754563484,0.7762096774193549,52.05262600674519,0.5981182795698925,217.3652156864859,0.9704301075268816,10.057268150347895,0.9704301075268816,47.192625616700084,0.9408602150537635,19.95530287333026,0.5981182795698925,371.01165457910105,0.5981182795698925,423.328,0.950269,11.094,11.695,11.93,11.928,12.281,-9999,0.999328,0.999328,0.999328,0.999328,0.999328,-9999,13.955,-9999,34.741,-9999,-9999,-9999,0.479839,-9999,0.468414,-9999,-9999,-9999,-2.49237,0.947581,30.5269,0.781586,39.0234,0.457927,-4.63199,0.931452,-5.92121,0.622454,0.119185,0.721102,0.0492663,-0.0188944,0.0340543,0.0449255,0.718414,0.734543,0.737231,3.39595,3.28696,3.37162,3.40999,3.24105,3.27677,3.32135,3.36204,3.51717,2.99916,3.46883,3.52759,2.36501,2.22305,2.45589,2.46889,-9999,-9999
202011,6.489,0.995833,177.237,81.075,0.997222,298.227,0.75625,3.449,0.995833,97.712,0.991667,3.595,1.0,2.937,0.864583,0.5351131983571906,0.8333333333333333,-9999,-9999,157.2683837262542,0.9895833333333333,13.888369635882414,0.9895833333333333,32.930984130154464,0.9895833333333333,10.352889246664544,0.8784722222222221,350.57193247773097,0.8791666666666665,426.85,0.994444,9.482,7.933,8.207,8.612,9.182,-9999,0.155556,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.11138,1.0,12.709,0.90625,16.2463,0.364236,-2.61264,0.99375,-3.33981,0.547465,1.83974,0.923611,0.0216629,1.78728,1.83974,1.90395,0.922222,0.923611,0.922222,2.29431,2.20343,2.29431,2.36944,0.409191,0.404512,0.430959,0.456252,1.81928,1.76426,1.79192,1.83028,0.365694,0.33865,0.347797,0.370319,-9999,-9999
202012,-0.969,0.997984,142.661,58.52,0.99664,269.392,0.997984,1.521,0.997984,97.213,0.989919,3.643,1.0,3.284,0.913978,0.5734784096239705,0.8904569892473118,-9999,-9999,115.74098278454494,0.9899193548387096,15.376710910757069,0.9899193548387096,31.31172470471514,0.9892473118279569,9.270549622176315,0.9899193548387096,-9999,-9999,426.54,0.990591,7.621,4.398,5.097,5.587,6.327,-9999,0.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.88407,0.998656,7.89184,0.903226,13.347,0.272101,-12.0333,0.97379,-20.3512,0.516443,0.971353,0.899194,0.0151808,0.936084,0.955558,0.966261,0.903898,0.887769,0.893145,0.99986,0.966611,0.978495,0.994249,0.0299842,0.01531,0.0299842,0.0369531,0.859006,0.857283,0.887399,0.905271,0.17229,0.0301021,0.0375709,0.0409731,-9999,-9999
202101,-4.443,0.998656,160.169,74.052,0.998656,252.249,0.998656,1.208,0.998656,97.069,0.987231,1.913,1.0,3.231,0.926075,0.5458892801469536,0.9106182795698924,15.032820169298178,0.8306451612903226,141.15026398117976,0.9892473118279569,18.041872358488167,0.9892473118279569,35.358540992296824,0.9892473118279569,10.82138352209923,0.9892473118279569,298.74489713234465,0.8306451612903226,426.007,0.995968,6.75,1.828,2.323,2.92,3.665,-9999,0.0,1.0,1.0,0.998656,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.86159,1.0,4.67545,0.995296,7.90731,0.120976,6.88399,0.994624,11.6425,0.415686,0.579926,0.883737,0.0119608,0.576046,0.578257,0.581438,0.883737,0.877016,0.881048,0.714799,0.708752,0.711253,0.714512,0.133782,0.129584,0.133002,0.134264,0.490934,0.485697,0.491014,0.492101,0.0178391,0.0176891,0.017738,0.0178391,-9999,-9999
202102,-3.991,0.99256,222.419,91.612,0.99256,265.657,0.991815,1.432,0.99256,97.392,0.989583,1.795,1.0,3.01,0.883929,0.5469497334373508,0.865327380952381,37.772227388211384,0.9888392857142857,178.2414965986395,0.9895833333333334,27.723786352040815,0.9895833333333334,45.3295918367347,0.9895833333333334,16.50442468786295,0.9888392857142857,299.86497241579553,0.9888392857142857,425.66,0.997768,6.886,1.543,1.659,2.048,2.619,-9999,0.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.62039,0.999256,6.83679,0.988839,11.1299,0.158453,15.3101,0.991071,24.9239,0.539043,0.515637,0.891369,0.0125895,0.496924,0.50752,0.538078,0.898065,0.894345,0.887649,0.524493,0.498012,0.514322,0.530596,0.00929704,-0.00446919,0.00479595,0.0068404,0.538751,0.557686,0.572869,0.579567,0.0535094,0.0502912,0.0561028,0.0578191,-9999,-9999
202103,2.413,0.90457,309.276,188.352,0.905914,264.666,0.903226,3.809,0.90457,97.596,0.877688,1.638,1.0,3.51,0.762769,0.6506587120150201,0.7063172043010754,100.08495625491517,0.8649193548387096,363.8499487573182,0.8649193548387096,34.64979659927445,0.864247311827957,45.82012119992192,0.8655913978494624,25.28686247019686,0.8649193548387096,333.2793596069106,0.8649193548387096,426.122,0.891801,6.911,2.601,2.417,2.479,2.81,-9999,0.0,0.90457,0.90457,0.90457,0.903898,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.64756,0.888441,15.0792,0.887097,23.5934,0.305804,49.5942,0.895833,77.5966,0.874712,0.90857,0.84879,0.00999067,0.898653,0.90857,0.925856,0.853495,0.84879,0.844758,1.25101,1.1939,1.24101,1.25525,0.33357,0.298678,0.318828,0.333372,0.901443,0.902811,0.937465,0.952926,0.105936,0.0922226,0.1174,0.137006,-9999,-9999
202104,7.353,0.998611,396.256,192.018,0.998611,303.39,0.998611,4.431,0.997222,96.887,0.989583,4.306,1.0,3.312,0.930556,0.6172792677765687,0.9118055555555556,117.42190030177662,0.9916666666666667,384.8082983585859,0.992361111111111,31.76162487373737,0.9930555555555555,79.60144865319866,0.992361111111111,24.032435606060606,0.992361111111111,354.4259246632997,0.992361111111111,424.687,0.985417,9.553,6.347,5.991,5.532,5.518,-9999,0.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.8505,0.995139,19.127,0.982639,30.8362,0.332263,53.9851,0.992361,87.0339,0.897284,0.870396,0.872222,0.016954,0.864314,0.872133,0.896298,0.872917,0.872917,0.874306,1.80275,1.76777,1.7857,1.81118,0.915008,0.883025,0.911311,0.945962,1.23702,1.32372,1.37165,1.40255,0.82222,0.756617,0.816272,0.828478,-9999,-9999
202105,13.048,1.0,459.108,238.452,1.0,329.96,1.0,7.534,1.0,97.566,0.981183,4.945,1.0,2.852,0.891801,0.5256570985801939,0.8770161290322582,151.78881845461368,0.9966397849462366,484.3126350195504,0.9973118279569891,49.75833394428152,0.9973118279569891,100.1520340501792,0.9979838709677419,34.953491039426524,0.9979838709677419,382.2288415853963,0.9966397849462366,423.042,0.985887,13.656,10.516,9.436,9.006,8.692,-9999,0.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.85687,0.999328,42.7592,0.995296,60.644,0.643545,62.2683,0.995968,88.3132,0.836171,-0.0124087,0.952285,0.0605369,-0.0754333,-0.0301472,0.0066097,0.954301,0.952285,0.948925,4.13236,3.95352,4.11286,4.13236,4.143,4.00357,4.11115,4.14152,3.67787,3.01038,3.49776,3.66625,3.98486,3.76626,4.04048,4.11377,-9999,-9999
202106,19.7,0.998611,486.268,272.499,0.998611,368.931,0.998611,7.732,0.998611,97.428,0.988194,3.15,1.0,2.508,0.9625,0.4325816675746037,0.9624999999999999,180.46722356902356,0.9951388888888888,559.8554849326598,0.9951388888888888,71.91163207070707,0.9951388888888888,97.32156818181817,0.9951388888888888,46.816654461279455,0.9951388888888888,414.3807744107745,0.9951388888888888,421.443,0.9875,13.647,14.534,13.895,12.435,11.865,-9999,0.0,0.999306,0.999306,0.999306,0.999306,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.94444,0.997917,79.5584,0.985417,130.561,0.83683,27.022,0.988194,44.3449,0.575668,-5.26688,0.922917,0.0880942,-5.36316,-5.26992,-5.21405,0.91875,0.933333,0.922222,7.08148,6.40666,7.09587,7.38129,12.5243,11.7808,12.3454,12.6143,5.38311,5.64275,6.03139,6.81031,11.8036,11.3724,11.6334,12.0662,-9999,-9999
202107,18.556,0.997984,472.923,193.947,0.997984,385.709,0.997984,5.3,0.989247,97.397,0.983199,10.765,1.0,2.341,0.777554,0.39500782685658964,0.733198924731183,138.81633128798504,0.987231182795699,395.0480100246983,0.987231182795699,46.06087210117747,0.987231182795699,103.09037324168798,0.5040322580645161,31.114332076225583,0.987231182795699,408.45443043731944,0.987231182795699,412.713,0.989919,13.771,16.404,15.728,15.07,14.612,-9999,0.0,0.994624,0.994624,0.994624,0.994624,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.54002,0.981183,66.9573,0.934812,126.799,0.731269,9.59755,0.989247,18.1752,0.553179,-4.03414,0.929435,0.125002,-4.05603,-3.94169,-3.83865,0.927419,0.929435,0.944892,6.33558,6.33429,6.54741,6.65444,10.5427,10.3376,10.3899,10.5427,7.01161,5.02505,5.76086,6.99557,10.0681,10.2321,10.7308,11.4968,-9999,-9999
202108,21.064,0.998656,421.639,204.135,0.998656,394.1,0.998656,5.709,0.962366,97.632,0.976478,2.756,1.0,2.248,0.855511,0.36928077223035993,0.8145161290322582,145.62702524012917,0.9959677419354839,414.35985302711543,0.9959677419354839,50.544002840687845,0.7506720430107527,-9999,-9999,30.393531439925205,0.9959677419354839,421.4319831378299,0.9959677419354839,415.283,0.99328,14.481,18.127,17.241,16.477,16.01,-9999,0.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.89623,0.995968,74.0155,0.993952,122.957,0.802275,11.1448,0.994624,18.5142,0.48865,-3.13819,0.938844,0.134075,-3.51529,-3.28338,-3.04366,0.885081,0.953629,0.953629,9.61614,8.65285,8.95859,9.5783,12.8397,11.9001,12.4209,12.5415,8.49821,8.0915,8.54676,8.87108,12.9758,11.7577,11.98,12.1235,-9999,-9999
202109,16.626,0.99375,343.853,165.186,0.99375,357.748,0.99375,3.686,0.99375,97.452,0.9875,5.417,0.533333,2.572,0.901389,0.4160797228617971,0.8993055555555556,104.2210975975976,0.9909722222222223,-9999,-9999,-9999,-9999,65.26425356033647,0.9895833333333333,24.79126192815156,0.9909722222222223,397.2093105073158,0.9909722222222223,417.041,0.974306,14.332,16.207,15.913,15.541,15.533,-9999,0.04375,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.01231,0.997917,51.9943,0.969444,93.7476,0.606128,6.04012,0.976389,10.8906,0.550737,-3.29954,0.778472,0.0972419,-3.36866,-3.28902,-3.19468,0.769444,0.76875,0.791667,5.0174,4.64677,4.94515,5.02301,8.21767,7.90327,8.21767,8.35895,5.09144,3.65414,4.11215,4.99178,6.58171,6.36593,6.41518,6.66336,-9999,-9999
202110,12.118,1.0,254.91,115.615,0.999328,334.298,0.999328,3.035,1.0,97.34,0.993952,4.73,1.0,2.642,0.80914,0.3898112452604054,0.7856182795698925,58.470603369149025,0.993279569892473,-9999,-9999,-9999,-9999,50.93421427481997,0.9926075268817204,16.95690436239379,0.993279569892473,375.9183393742939,0.993279569892473,425.708,0.998656,12.737,12.968,12.837,12.982,13.305,-9999,0.985887,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.73911,0.999328,27.0337,0.997312,41.5407,0.392569,3.24163,0.999328,4.98117,0.491817,-0.977939,0.950269,0.0671349,-1.05676,-0.984299,-0.94514,0.934812,0.953629,0.992608,3.54632,3.44328,3.50388,3.56982,4.4951,4.4286,4.51189,4.60195,2.02896,1.65771,1.93452,2.36978,3.80571,3.1356,3.28782,4.36285,-9999,-9999
202111,4.094,0.997222,179.172,92.133,0.998611,275.86,0.998611,3.022,0.997222,97.443,0.988889,2.546,1.0,2.731,0.952083,0.4600936582363472,0.9499999999999998,20.259211262862145,0.9916666666666667,149.60541517857143,0.6625,11.23668005952381,0.6625,33.24548564689561,0.9902777777777777,14.045986689678308,0.9916666666666667,334.4770350527852,0.9916666666666667,427.215,1.0,6.429,7.189,8.205,8.513,9.307,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-5.37273,0.994444,12.831,0.993056,16.2981,0.288845,8.09996,0.992361,10.2887,0.529843,1.31952,0.908333,0.0281406,1.2912,1.32261,1.33529,0.904861,0.944444,0.942361,2.12305,2.03815,2.07765,2.12305,0.815276,0.729546,0.764417,0.80372,1.52942,1.53712,1.67309,1.81887,0.514102,0.381283,0.398728,0.514102,-9999,-9999
202112,0.964,1.0,142.982,52.825,0.997984,283.114,1.0,1.886,0.999328,97.285,0.998656,3.17,1.0,2.775,0.711694,0.5366189403467612,0.6875,7.776659361851333,0.9973118279569892,103.97740971248247,0.9973118279569892,7.601975222066386,0.9973118279569892,29.96206171107994,0.9973118279569892,6.754074918186066,0.9973118279569892,321.2305604254325,0.9973118279569892,431.034,1.0,3.131,3.798,4.669,5.077,5.9,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-5.13046,1.0,11.0445,0.989919,14.0289,0.300571,-6.32759,0.987231,-8.03742,0.519039,0.978839,0.97379,0.0222333,0.933009,0.97404,0.978839,0.971102,0.97379,0.97379,1.09385,1.0783,1.08914,1.09622,0.11543,0.112602,0.115446,0.124696,0.882064,0.832126,0.869363,0.882595,0.0572838,0.0575758,0.0779024,0.0896449,-9999,-9999
